,County Name,State,Household Median Income,Family's Median Income,Total Population,State Code,County Code,State Abbr
994,Campbell,Kentucky,63050,83434,92861,21,037,KY
995,Elliott,Kentucky,32306,38067,7510,21,063,KY
996,Larue,Kentucky,47643,57598,14204,21,123,KY
997,Mercer,Kentucky,55093,67521,21592,21,167,KY
998,Russell,Kentucky,38390,49435,17778,21,207,KY
999,Washington,Kentucky,53743,64683,12023,21,229,KY
1000,Barren,Kentucky,41459,48128,43884,21,009,KY
1001,Hancock,Kentucky,57217,67778,8720,21,091,KY
1002,Hardin,Kentucky,54367,68155,108527,21,093,KY
1003,McLean,Kentucky,51861,64470,9283,21,149,KY
1004,Powell,Kentucky,37469,53241,12304,21,197,KY
1005,Caldwell,Kentucky,44775,62005,12702,21,033,KY
1006,Boyd,Kentucky,48308,60345,47682,21,019,KY
1007,Fayette,Kentucky,57291,77010,320601,21,067,KY
1008,Johnson,Kentucky,37055,47070,22634,21,115,KY
1009,Morgan,Kentucky,36134,47336,13288,21,175,KY
1010,Pulaski,Kentucky,39998,53373,64350,21,199,KY
1011,Adair,Kentucky,38021,46763,19222,21,001,KY
1012,Breathitt,Kentucky,27344,37589,12977,21,025,KY
1013,Hart,Kentucky,38396,48090,18729,21,099,KY
1014,Trimble,Kentucky,53056,60795,8558,21,223,KY
1015,Hickman,Kentucky,42929,61438,4510,21,105,KY
1016,Lyon,Kentucky,52528,63254,8271,21,143,KY
1017,Lewis,Kentucky,31147,44573,13417,21,135,KY
1018,Woodford,Kentucky,63820,78458,26318,21,239,KY
1019,Leslie,Kentucky,31627,40008,10283,21,131,KY
1020,Lawrence,Kentucky,32798,43846,15671,21,127,KY
1021,McCracken,Kentucky,46080,65019,65268,21,145,KY
1022,Whitley,Kentucky,39005,49562,36131,21,235,KY
1023,Floyd,Kentucky,32730,42035,36456,21,071,KY
1024,Kenton,Kentucky,64339,82474,165668,21,117,KY
1025,Magoffin,Kentucky,28147,35823,12491,21,153,KY
1026,Rowan,Kentucky,38230,53438,24507,21,205,KY
1027,Taylor,Kentucky,44522,56689,25571,21,217,KY
1028,Carlisle,Kentucky,45109,61494,4784,21,039,KY
1029,Estill,Kentucky,31688,41520,14224,21,065,KY
1030,Greenup,Kentucky,51655,61567,35555,21,089,KY
1031,Fleming,Kentucky,44612,53073,14513,21,069,KY
1032,Carter,Kentucky,34736,46243,27159,21,043,KY
1033,Grant,Kentucky,48714,57707,24951,21,081,KY
1034,Jefferson,Kentucky,56586,73882,767419,21,111,KY
1035,Logan,Kentucky,48014,57173,26902,21,141,KY
1036,Mason,Kentucky,45377,62849,17112,21,161,KY
1037,Pendleton,Kentucky,54375,69814,14572,21,191,KY
1038,Robertson,Kentucky,41902,55682,2123,21,201,KY
1039,Spencer,Kentucky,80166,87072,18680,21,215,KY
1040,Bath,Kentucky,44898,52668,12355,21,011,KY
1041,Ballard,Kentucky,45048,56941,8032,21,007,KY
1042,Boyle,Kentucky,46382,62872,29972,21,021,KY
1043,Green,Kentucky,35899,49185,10979,21,087,KY
1044,Harlan,Kentucky,26478,35144,26699,21,095,KY
1045,Martin,Kentucky,41013,47237,11648,21,159,KY
1046,Lincoln,Kentucky,42919,51358,24476,21,137,KY
1047,Monroe,Kentucky,34879,52704,10627,21,171,KY
1048,Ohio,Kentucky,45564,51270,24071,21,183,KY
1049,Union,Kentucky,46673,55326,14638,21,225,KY
1050,Webster,Kentucky,42119,57010,13068,21,233,KY
1051,Calloway,Kentucky,42273,58454,38837,21,035,KY
1052,Casey,Kentucky,34819,42474,15885,21,045,KY
1053,Christian,Kentucky,43919,50424,71414,21,047,KY
1054,Daviess,Kentucky,51673,65657,100474,21,059,KY
1055,Grayson,Kentucky,38612,45876,26247,21,085,KY
1056,Henderson,Kentucky,48926,61645,45829,21,101,KY
1057,Henry,Kentucky,53926,62197,15911,21,103,KY
1058,Hopkins,Kentucky,47170,58605,45331,21,107,KY
1059,Jackson,Kentucky,32138,42687,13369,21,109,KY
1060,Laurel,Kentucky,41526,50362,60357,21,125,KY
1061,Marshall,Kentucky,55113,74268,31192,21,157,KY
1062,Meade,Kentucky,56603,72298,28182,21,163,KY
1063,Montgomery,Kentucky,45516,58294,27884,21,173,KY
1064,Nicholas,Kentucky,38149,48851,7153,21,181,KY
1065,Oldham,Kentucky,99128,112562,65967,21,185,KY
1066,Owen,Kentucky,48801,63682,10796,21,187,KY
1067,Rockcastle,Kentucky,35720,51213,16820,21,203,KY
1068,Scott,Kentucky,70817,81449,54667,21,209,KY
1069,Warren,Kentucky,52270,64052,128652,21,227,KY
1070,Allen,Kentucky,44036,55473,20944,21,003,KY
1071,Bourbon,Kentucky,49637,63149,20058,21,017,KY
1072,Bullitt,Kentucky,63348,73472,80171,21,029,KY
1073,Crittenden,Kentucky,45244,59325,9000,21,055,KY
1074,Fulton,Kentucky,30114,43309,6130,21,075,KY
1075,Knott,Kentucky,31198,40060,15260,21,119,KY
1076,Menifee,Kentucky,39325,50494,6443,21,165,KY
1077,Muhlenberg,Kentucky,43590,55724,30951,21,177,KY
1078,Perry,Kentucky,33640,44405,26624,21,193,KY
1079,Wolfe,Kentucky,24623,35643,7207,21,237,KY
1080,Clay,Kentucky,26840,35507,20368,21,051,KY
1081,Bell,Kentucky,26272,32386,26791,21,013,KY
1082,Cumberland,Kentucky,35344,46750,6697,21,057,KY
1083,Graves,Kentucky,44043,60349,37248,21,083,KY
1084,Lee,Kentucky,25275,34638,6881,21,129,KY
1085,Butler,Kentucky,41763,54244,12764,21,031,KY
1086,Edmonson,Kentucky,43401,51887,12138,21,061,KY
1087,Harrison,Kentucky,48438,63786,18722,21,097,KY
1088,Bracken,Kentucky,49158,67443,8305,21,023,KY
1089,Nelson,Kentucky,60127,72320,45650,21,179,KY
1090,Wayne,Kentucky,34914,48875,20546,21,231,KY
1091,Marion,Kentucky,40107,57225,19244,21,155,KY
1092,Trigg,Kentucky,50536,62271,14449,21,221,KY
1093,Boone,Kentucky,78327,92987,130820,21,015,KY
1094,Jessamine,Kentucky,58245,69174,53032,21,113,KY
1095,Knox,Kentucky,30181,37542,31365,21,121,KY
1096,Letcher,Kentucky,29886,36853,22295,21,133,KY
1097,Livingston,Kentucky,50839,58276,9235,21,139,KY
1098,Pike,Kentucky,34856,44246,59497,21,195,KY
1099,Shelby,Kentucky,67056,78785,47325,21,211,KY
1100,Anderson,Kentucky,55334,67681,22409,21,005,KY
1101,Breckinridge,Kentucky,47190,62988,20176,21,027,KY
1102,Franklin,Kentucky,56274,71234,50529,21,073,KY
1103,McCreary,Kentucky,28105,34659,17465,21,147,KY
1104,Madison,Kentucky,50060,66615,90802,21,151,KY
1105,Metcalfe,Kentucky,37386,43978,10036,21,169,KY
1106,Owsley,Kentucky,30284,40240,4442,21,189,KY
1107,Simpson,Kentucky,48623,58699,18183,21,213,KY
1108,Clark,Kentucky,54953,67851,35971,21,049,KY
1109,Todd,Kentucky,44005,56474,12316,21,219,KY
1110,Carroll,Kentucky,43524,52870,10671,21,041,KY
1111,Clinton,Kentucky,32184,40608,10193,21,053,KY
1112,Gallatin,Kentucky,52167,56276,8737,21,077,KY
1113,Rapides Parish,Louisiana,47269,57569,130970,22,079,LA
1114,Tangipahoa Parish,Louisiana,47832,60415,132057,22,105,LA
1115,West Carroll Parish,Louisiana,38500,49983,11041,22,123,LA
1116,Caldwell Parish,Louisiana,37691,48561,9992,22,021,LA
1117,East Carroll Parish,Louisiana,22346,31738,7096,22,035,LA
1118,Evangeline Parish,Louisiana,31965,42651,33589,22,039,LA
1119,St. Bernard Parish,Louisiana,44661,51773,46266,22,087,LA
1120,West Baton Rouge Parish,Louisiana,65385,76184,26101,22,121,LA
1121,Red River Parish,Louisiana,33816,47500,8565,22,081,LA
1122,Natchitoches Parish,Louisiana,28567,48617,38769,22,069,LA
1123,Catahoula Parish,Louisiana,40129,59656,9766,22,025,LA
1124,Franklin Parish,Louisiana,35282,42733,20238,22,041,LA
1125,Assumption Parish,Louisiana,43759,60026,22478,22,007,LA
1126,Vermilion Parish,Louisiana,51945,63386,59865,22,113,LA
1127,Concordia Parish,Louisiana,32500,46136,19778,22,029,LA
1128,Richland Parish,Louisiana,34029,44603,20350,22,083,LA
1129,St. Martin Parish,Louisiana,48656,58000,53732,22,099,LA
1130,Vernon Parish,Louisiana,49141,59359,49646,22,115,LA
1131,Winn Parish,Louisiana,38353,49159,14313,22,127,LA
1132,East Baton Rouge Parish,Louisiana,54948,74147,443763,22,033,LA
1133,Sabine Parish,Louisiana,40336,52203,23991,22,085,LA
1134,Allen Parish,Louisiana,46446,57347,25618,22,003,LA
1135,Madison Parish,Louisiana,30350,36269,11306,22,065,LA
1136,Jefferson Davis Parish,Louisiana,42105,60282,31441,22,053,LA
1137,St. James Parish,Louisiana,51603,65405,21308,22,093,LA
1138,Grant Parish,Louisiana,42505,52070,22340,22,043,LA
1139,West Feliciana Parish,Louisiana,59637,86033,15428,22,125,LA
1140,Jefferson Parish,Louisiana,54032,67777,434850,22,051,LA
1141,Beauregard Parish,Louisiana,53209,65245,37043,22,011,LA
1142,Bienville Parish,Louisiana,30272,44355,13564,22,013,LA
1143,Bossier Parish,Louisiana,54268,68018,126499,22,015,LA
1144,Cameron Parish,Louisiana,53423,63542,6930,22,023,LA
1145,East Feliciana Parish,Louisiana,51803,61216,19371,22,037,LA
1146,St. John the Baptist Parish,Louisiana,57429,64251,43242,22,095,LA
1147,Plaquemines Parish,Louisiana,57204,66696,23338,22,075,LA
1148,Ouachita Parish,Louisiana,41121,53169,155494,22,073,LA
1149,Washington Parish,Louisiana,37570,46898,46435,22,117,LA
1150,St. Landry Parish,Louisiana,36403,45097,83172,22,097,LA
1151,Acadia Parish,Louisiana,43396,56650,62457,22,001,LA
1152,St. Mary Parish,Louisiana,40485,50871,50968,22,101,LA
1153,St. Tammany Parish,Louisiana,68905,84271,255155,22,103,LA
1154,Union Parish,Louisiana,44100,60895,22353,22,111,LA
1155,Caddo Parish,Louisiana,41797,56007,245831,22,017,LA
1156,Ascension Parish,Louisiana,80527,92889,123114,22,005,LA
1157,Lafayette Parish,Louisiana,56999,73881,241973,22,055,LA
1158,Iberia Parish,Louisiana,46861,54737,71887,22,045,LA
1159,Lincoln Parish,Louisiana,35467,54871,47246,22,061,LA
1160,St. Helena Parish,Louisiana,43886,52303,10297,22,091,LA
1161,Webster Parish,Louisiana,28951,38462,39242,22,119,LA
1162,De Soto Parish,Louisiana,46006,56323,27289,22,031,LA
1163,Iberville Parish,Louisiana,50161,57226,32822,22,047,LA
1164,Livingston Parish,Louisiana,63389,76643,138928,22,063,LA
1165,Morehouse Parish,Louisiana,32929,42545,25610,22,067,LA
1166,Orleans Parish,Louisiana,41604,61310,390845,22,071,LA
1167,Terrebonne Parish,Louisiana,48747,60379,112054,22,109,LA
1168,Calcasieu Parish,Louisiana,51148,65251,201619,22,019,LA
1169,Claiborne Parish,Louisiana,26776,35460,15985,22,027,LA
1170,Avoyelles Parish,Louisiana,38565,49392,40669,22,009,LA
1171,Jackson Parish,Louisiana,39139,51418,15879,22,049,LA
1172,Pointe Coupee Parish,Louisiana,41480,57968,22016,22,077,LA
1173,St. Charles Parish,Louisiana,69019,83489,52773,22,089,LA
1174,Lafourche Parish,Louisiana,55506,66875,98108,22,057,LA
1175,Tensas Parish,Louisiana,27500,34022,4561,22,107,LA
1176,LaSalle Parish,Louisiana,42104,51514,14936,22,059,LA
1177,Oxford,Maine,49204,60613,57550,23,017,ME
1178,Penobscot,Maine,50808,67476,151774,23,019,ME
1179,Androscoggin,Maine,53509,68039,107602,23,001,ME
1180,Cumberland,Maine,73072,94813,292307,23,005,ME
1181,York,Maine,67830,83392,204316,23,031,ME
1182,Somerset,Maine,44256,55156,50520,23,025,ME
1183,Lincoln,Maine,57720,72573,34201,23,015,ME
1184,Waldo,Maine,51931,64881,39539,23,027,ME
1185,Piscataquis,Maine,40890,52356,16836,23,021,ME
1186,Aroostook,Maine,41123,56388,67809,23,003,ME
1187,Washington,Maine,41347,53099,31491,23,029,ME
1188,Knox,Maine,57751,71412,39759,23,013,ME
1189,Sagadahoc,Maine,63694,78617,35452,23,023,ME
1190,Kennebec,Maine,55365,71514,121753,23,011,ME
1191,Franklin,Maine,51422,63623,29982,23,007,ME
1192,Hancock,Maine,57178,72642,54601,23,009,ME
1193,Worcester,Maryland,63499,80162,51765,24,047,MD
1194,Talbot,Maryland,73547,90914,37167,24,041,MD
1195,Howard,Maryland,121160,144807,318855,24,027,MD
1196,Prince George's,Maryland,84920,98084,908670,24,033,MD
1197,Anne Arundel,Maryland,100798,115941,571275,24,003,MD
1198,Baltimore,Maryland,76866,95382,828018,24,005,MD
1199,Frederick,Maryland,97730,112986,251422,24,021,MD
1200,Calvert,Maryland,109313,123497,91511,24,009,MD
1201,Garrett,Maryland,52617,65910,29235,24,023,MD
1202,Kent,Maryland,58598,84525,19536,24,029,MD
1203,Montgomery,Maryland,108820,130754,1043530,24,031,MD
1204,Carroll,Maryland,96769,113063,167699,24,013,MD
1205,Queen Anne's,Maryland,97034,111420,49632,24,035,MD
1206,St. Mary's,Maryland,89845,107793,112290,24,037,MD
1207,Charles,Maryland,100003,111607,159428,24,017,MD
1208,Dorchester,Maryland,52917,68946,32138,24,019,MD
1209,Washington,Maryland,60860,76458,150109,24,043,MD
1210,Wicomico,Maryland,56956,69804,102539,24,045,MD
1211,Cecil,Maryland,76887,91688,102552,24,015,MD
1212,Caroline,Maryland,58638,69877,33049,24,011,MD
1213,Baltimore city,Maryland,50379,63109,609032,24,510,MD
1214,Somerset,Maryland,37803,52292,25729,24,039,MD
1215,Harford,Maryland,89147,106836,252222,24,025,MD
1216,Allegany,Maryland,45893,61181,71445,24,001,MD
1217,Barnstable,Massachusetts,74336,93335,213496,25,001,MA
1218,Berkshire,Massachusetts,59230,79227,126425,25,003,MA
1219,Plymouth,Massachusetts,89489,109679,515303,25,023,MA
1220,Norfolk,Massachusetts,103291,129076,700437,25,021,MA
1221,Nantucket,Massachusetts,107717,122454,11168,25,019,MA
1222,Suffolk,Massachusetts,69669,80142,796605,25,025,MA
1223,Dukes,Massachusetts,71811,96641,17312,25,007,MA
1224,Middlesex,Massachusetts,102603,128001,1600842,25,017,MA
1225,Bristol,Massachusetts,69095,87136,561037,25,005,MA
1226,Hampden,Massachusetts,55429,72079,467871,25,013,MA
1227,Essex,Massachusetts,79263,99551,783676,25,009,MA
1228,Franklin,Massachusetts,60950,81069,70577,25,011,MA
1229,Worcester,Massachusetts,74679,96393,824772,25,027,MA
1230,Hampshire,Massachusetts,70876,95898,161032,25,015,MA
1231,Allegan,Michigan,62965,73104,116143,26,005,MI
1232,Alger,Michigan,45570,58629,9151,26,003,MI
1233,Oceana,Michigan,50104,56713,26416,26,127,MI
1234,Clare,Michigan,39565,48650,30651,26,035,MI
1235,Isabella,Michigan,45116,63552,70688,26,073,MI
1236,Tuscola,Michigan,49988,60171,52939,26,157,MI
1237,Alpena,Michigan,43363,56178,28520,26,007,MI
1238,Midland,Michigan,62625,77285,83355,26,111,MI
1239,Oscoda,Michigan,42335,49475,8248,26,135,MI
1240,Clinton,Michigan,70390,86184,78389,26,037,MI
1241,Gratiot,Michigan,47848,58791,40916,26,057,MI
1242,Lenawee,Michigan,55450,67492,98381,26,091,MI
1243,Montcalm,Michigan,49448,57103,63413,26,117,MI
1244,St. Clair,Michigan,56951,72466,159247,26,147,MI
1245,Washtenaw,Michigan,72586,102099,367000,26,161,MI
1246,Cass,Michigan,55107,67308,51523,26,027,MI
1247,Roscommon,Michigan,42054,50703,23851,26,143,MI
1248,Branch,Michigan,51947,61413,43513,26,023,MI
1249,Jackson,Michigan,53658,65524,158636,26,075,MI
1250,Macomb,Michigan,62855,77292,870325,26,099,MI
1251,Baraga,Michigan,46065,57163,8421,26,013,MI
1252,Eaton,Michigan,64348,78717,109456,26,045,MI
1253,Gogebic,Michigan,38839,55729,15061,26,053,MI
1254,Chippewa,Michigan,46486,57256,37629,26,033,MI
1255,Monroe,Michigan,62203,77263,149727,26,115,MI
1256,Oakland,Michigan,79698,102947,1253185,26,125,MI
1257,Hillsdale,Michigan,49622,60213,45757,26,059,MI
1258,Muskegon,Michigan,50854,60836,173297,26,121,MI
1259,Leelanau,Michigan,65249,80411,21652,26,089,MI
1260,Lapeer,Michigan,62641,73216,88038,26,087,MI
1261,Sanilac,Michigan,47672,57229,41295,26,151,MI
1262,Keweenaw,Michigan,50292,63833,2111,26,083,MI
1263,Ontonagon,Michigan,41546,54093,5877,26,131,MI
1264,Ottawa,Michigan,69314,83527,286558,26,139,MI
1265,Alcona,Michigan,40484,51351,10353,26,001,MI
1266,Ionia,Michigan,57043,65797,64300,26,067,MI
1267,Kalkaska,Michigan,46898,54068,17585,26,079,MI
1268,Berrien,Michigan,50795,64477,154133,26,021,MI
1269,Ogemaw,Michigan,40373,49825,20898,26,129,MI
1270,Wexford,Michigan,47193,55894,33256,26,165,MI
1271,Crawford,Michigan,47977,59651,13892,26,039,MI
1272,Dickinson,Michigan,51645,66834,25439,26,043,MI
1273,Huron,Michigan,48289,60860,31349,26,063,MI
1274,Ingham,Michigan,52872,73056,290587,26,065,MI
1275,Mason,Michigan,51725,64313,28954,26,105,MI
1276,Menominee,Michigan,46828,57996,23074,26,109,MI
1277,Missaukee,Michigan,47194,54916,15028,26,113,MI
1278,St. Joseph,Michigan,52086,59658,60836,26,149,MI
1279,Van Buren,Michigan,54485,66975,75358,26,159,MI
1280,Arenac,Michigan,42290,53178,15070,26,011,MI
1281,Barry,Michigan,64490,75243,60540,26,015,MI
1282,Iron,Michigan,41599,57405,11152,26,071,MI
1283,Benzie,Michigan,57974,71195,17615,26,019,MI
1284,Schoolcraft,Michigan,45500,58824,8048,26,153,MI
1285,Wayne,Michigan,47301,60628,1757299,26,163,MI
1286,Grand Traverse,Michigan,63575,79544,92181,26,055,MI
1287,Mackinac,Michigan,47938,58266,10780,26,097,MI
1288,Genesee,Michigan,48588,61156,407875,26,049,MI
1289,Antrim,Michigan,56165,66723,23206,26,009,MI
1290,Houghton,Michigan,43183,63452,36070,26,061,MI
1291,Livingston,Michigan,84221,100102,189754,26,093,MI
1292,Iosco,Michigan,43678,50671,25197,26,069,MI
1293,Lake,Michigan,37320,49633,11852,26,085,MI
1294,Manistee,Michigan,50055,61068,24457,26,101,MI
1295,Montmorency,Michigan,41772,50256,9265,26,119,MI
1296,Presque Isle,Michigan,47948,58295,12714,26,141,MI
1297,Gladwin,Michigan,44619,54317,25279,26,051,MI
1298,Kalamazoo,Michigan,56511,77438,262745,26,077,MI
1299,Mecosta,Michigan,45018,59022,43251,26,107,MI
1300,Marquette,Michigan,53970,68716,66686,26,103,MI
1301,Newaygo,Michigan,50326,58973,48366,26,123,MI
1302,Osceola,Michigan,44032,52628,23290,26,133,MI
1303,Otsego,Michigan,54332,63074,24490,26,137,MI
1304,Calhoun,Michigan,48607,61014,134212,26,025,MI
1305,Cheboygan,Michigan,48044,57377,25418,26,031,MI
1306,Luce,Michigan,45469,62181,6338,26,095,MI
1307,Kent,Michigan,63053,77183,648121,26,081,MI
1308,Saginaw,Michigan,48000,61099,191821,26,145,MI
1309,Shiawassee,Michigan,56032,66859,68340,26,155,MI
1310,Bay,Michigan,48819,61200,104104,26,017,MI
1311,Charlevoix,Michigan,55760,70926,26188,26,029,MI
1312,Delta,Michigan,47434,59638,36026,26,041,MI
1313,Emmet,Michigan,55829,70734,33104,26,047,MI
1314,Meeker,Minnesota,63452,78352,23105,27,093,MN
1315,Rice,Minnesota,68584,84211,66185,27,131,MN
1316,Red Lake,Minnesota,58576,76855,4015,27,125,MN
1317,Clay,Minnesota,65269,84966,63446,27,027,MN
1318,Fillmore,Minnesota,61207,78064,20949,27,045,MN
1319,Polk,Minnesota,59343,82620,31521,27,119,MN
1320,Sibley,Minnesota,63439,76451,14892,27,143,MN
1321,Watonwan,Minnesota,54065,69268,10972,27,165,MN
1322,Big Stone,Minnesota,53900,70541,4996,27,011,MN
1323,Cass,Minnesota,52204,62142,29268,27,021,MN
1324,Hubbard,Minnesota,56709,68125,21019,27,057,MN
1325,Martin,Minnesota,52798,68869,19852,27,091,MN
1326,Nobles,Minnesota,55304,66655,21734,27,105,MN
1327,Sherburne,Minnesota,89250,97430,94463,27,141,MN
1328,Carver,Minnesota,101496,120013,101949,27,019,MN
1329,McLeod,Minnesota,62121,79910,35832,27,085,MN
1330,Ramsey,Minnesota,64660,85923,544442,27,123,MN
1331,Winona,Minnesota,59329,78688,50725,27,169,MN
1332,Dodge,Minnesota,74575,87827,20669,27,039,MN
1333,Crow Wing,Minnesota,56549,70197,64217,27,035,MN
1334,Wright,Minnesota,84974,98738,134438,27,171,MN
1335,Lincoln,Minnesota,53077,70813,5677,27,081,MN
1336,Mille Lacs,Minnesota,56135,64420,25865,27,095,MN
1337,Carlton,Minnesota,63098,77054,35633,27,017,MN
1338,Kanabec,Minnesota,57163,69307,16089,27,065,MN
1339,Koochiching,Minnesota,50870,64588,12515,27,071,MN
1340,Morrison,Minnesota,57815,70586,33064,27,097,MN
1341,Pennington,Minnesota,60122,74949,14183,27,113,MN
1342,Steele,Minnesota,64903,81636,36683,27,147,MN
1343,Wilkin,Minnesota,60595,74818,6291,27,167,MN
1344,Aitkin,Minnesota,49351,60765,15834,27,001,MN
1345,Faribault,Minnesota,53156,69814,13801,27,043,MN
1346,Murray,Minnesota,60231,76875,8296,27,101,MN
1347,Kandiyohi,Minnesota,60294,72851,42841,27,067,MN
1348,Lake,Minnesota,61452,71863,10560,27,075,MN
1349,Rock,Minnesota,63005,69929,9402,27,133,MN
1350,Roseau,Minnesota,62202,75596,15361,27,135,MN
1351,Traverse,Minnesota,51957,68712,3311,27,155,MN
1352,Becker,Minnesota,60284,71902,34011,27,005,MN
1353,Hennepin,Minnesota,78167,105514,1245837,27,053,MN
1354,Brown,Minnesota,61120,78532,25163,27,015,MN
1355,Chippewa,Minnesota,55269,71971,11953,27,023,MN
1356,Clearwater,Minnesota,50386,65000,8821,27,029,MN
1357,Goodhue,Minnesota,66800,87116,46246,27,049,MN
1358,Isanti,Minnesota,74616,84622,39430,27,059,MN
1359,Jackson,Minnesota,58727,72778,9954,27,063,MN
1360,Mower,Minnesota,54295,70685,39807,27,099,MN
1361,Pine,Minnesota,53422,66327,29223,27,115,MN
1362,Olmsted,Minnesota,76951,97171,154809,27,109,MN
1363,Wadena,Minnesota,46605,57631,13654,27,159,MN
1364,Benton,Minnesota,57715,71793,40129,27,009,MN
1365,Freeborn,Minnesota,53631,64297,30463,27,047,MN
1366,Itasca,Minnesota,55139,68862,45141,27,061,MN
1367,Pope,Minnesota,61275,78952,11048,27,121,MN
1368,Stevens,Minnesota,60559,87050,9789,27,149,MN
1369,Swift,Minnesota,51620,65083,9359,27,151,MN
1370,Cottonwood,Minnesota,52087,66472,11299,27,033,MN
1371,Scott,Minnesota,102152,116804,145275,27,139,MN
1372,Wabasha,Minnesota,65226,80461,21537,27,157,MN
1373,Pipestone,Minnesota,52917,69369,9191,27,117,MN
1374,Norman,Minnesota,55085,70368,6520,27,107,MN
1375,Nicollet,Minnesota,67399,83885,33954,27,103,MN
1376,Douglas,Minnesota,63819,79774,37513,27,041,MN
1377,Grant,Minnesota,55466,66375,5935,27,051,MN
1378,Kittson,Minnesota,59643,74777,4311,27,069,MN
1379,Le Sueur,Minnesota,71080,87814,28242,27,079,MN
1380,Mahnomen,Minnesota,44688,53750,5501,27,087,MN
1381,Chisago,Minnesota,83464,95532,55315,27,025,MN
1382,Redwood,Minnesota,55404,69022,15261,27,127,MN
1383,Yellow Medicine,Minnesota,59210,71568,9814,27,173,MN
1384,Todd,Minnesota,53585,65472,24494,27,153,MN
1385,Beltrami,Minnesota,49160,62572,46403,27,007,MN
1386,Blue Earth,Minnesota,57429,79167,66795,27,013,MN
1387,Houston,Minnesota,60382,77733,18648,27,055,MN
1388,Lac qui Parle,Minnesota,53071,68325,6719,27,073,MN
1389,Lake of the Woods,Minnesota,49967,64615,3771,27,077,MN
1390,Otter Tail,Minnesota,58682,73408,58195,27,111,MN
1391,Waseca,Minnesota,56762,71143,18740,27,161,MN
1392,St. Louis,Minnesota,55646,76907,199759,27,137,MN
1393,Anoka,Minnesota,82175,95429,350253,27,003,MN
1394,Stearns,Minnesota,62789,78651,158452,27,145,MN
1395,Dakota,Minnesota,86036,104537,421453,27,037,MN
1396,Lyon,Minnesota,57730,74801,25758,27,083,MN
1397,Marshall,Minnesota,60118,76182,9372,27,089,MN
1398,Renville,Minnesota,59028,70882,14652,27,129,MN
1399,Washington,Minnesota,96671,114542,255938,27,163,MN
1400,Cook,Minnesota,57432,67708,5376,27,031,MN
1401,Copiah,Mississippi,42151,52534,28501,28,029,MS
1402,Hinds,Mississippi,44625,56666,238797,28,049,MS
1403,Union,Mississippi,45754,56920,28507,28,145,MS
1404,Tippah,Mississippi,39246,48424,22018,28,139,MS
1405,Forrest,Mississippi,39840,50775,75224,28,035,MS
1406,Lafayette,Mississippi,50272,71627,53590,28,071,MS
1407,Lowndes,Mississippi,50441,62763,59150,28,087,MS
1408,Wilkinson,Mississippi,27313,36250,8875,28,157,MS
1409,Jefferson Davis,Mississippi,32116,47688,11339,28,065,MS
1410,Scott,Mississippi,34943,50426,28332,28,123,MS
1411,Yazoo,Mississippi,33279,45160,28565,28,163,MS
1412,Bolivar,Mississippi,29854,39955,31848,28,011,MS
1413,Pike,Mississippi,31784,43423,39532,28,113,MS
1414,Stone,Mississippi,45483,53750,18276,28,131,MS
1415,Kemper,Mississippi,31103,37359,9943,28,069,MS
1416,Sunflower,Mississippi,30838,38070,26168,28,133,MS
1417,Adams,Mississippi,29936,39506,31266,28,001,MS
1418,DeSoto,Mississippi,67038,79070,178975,28,033,MS
1419,Noxubee,Mississippi,33784,46829,10700,28,103,MS
1420,Tate,Mississippi,51030,61053,28404,28,137,MS
1421,Panola,Mississippi,38304,45572,34190,28,107,MS
1422,Yalobusha,Mississippi,41464,50422,12367,28,161,MS
1423,Benton,Mississippi,36258,46599,8232,28,009,MS
1424,Franklin,Mississippi,40219,50743,7733,28,037,MS
1425,Coahoma,Mississippi,29121,36595,23255,28,027,MS
1426,Jasper,Mississippi,35872,46942,16505,28,061,MS
1427,Jones,Mississippi,41775,53008,68352,28,067,MS
1428,Walthall,Mississippi,30961,44394,14477,28,147,MS
1429,Monroe,Mississippi,42354,56011,35673,28,095,MS
1430,Pontotoc,Mississippi,44759,53922,31618,28,115,MS
1431,Holmes,Mississippi,21504,29964,17737,28,051,MS
1432,Amite,Mississippi,33981,46163,12412,28,005,MS
1433,Madison,Mississippi,71824,90177,104562,28,089,MS
1434,Calhoun,Mississippi,37263,45521,14499,28,013,MS
1435,Marion,Mississippi,32090,46898,24990,28,091,MS
1436,Tishomingo,Mississippi,37681,48917,19441,28,141,MS
1437,Wayne,Mississippi,37706,54121,20373,28,153,MS
1438,Greene,Mississippi,49677,59943,13645,28,041,MS
1439,Marshall,Mississippi,42233,50079,35599,28,093,MS
1440,Quitman,Mississippi,25283,38883,7187,28,119,MS
1441,Pearl River,Mississippi,46901,57219,55219,28,109,MS
1442,Leake,Mississippi,37096,49487,22792,28,079,MS
1443,Neshoba,Mississippi,37987,48150,29332,28,099,MS
1444,Rankin,Mississippi,65996,77388,152677,28,121,MS
1445,Washington,Mississippi,29705,39709,46057,28,151,MS
1446,Lawrence,Mississippi,41914,57303,12633,28,077,MS
1447,Perry,Mississippi,42469,50860,12006,28,111,MS
1448,Chickasaw,Mississippi,36548,46380,17193,28,017,MS
1449,Carroll,Mississippi,46052,65428,10070,28,015,MS
1450,George,Mississippi,47292,56682,23917,28,039,MS
1451,Grenada,Mississippi,40122,49679,21088,28,043,MS
